year	sentence
2016	; and last but not least to my beautiful husband (tabbarak Allah) Salah, thank you!
2016	vi
2016	ACKNOWLEDGEMENTS
2016	flexible in order to promote creativity, involvement, and acceptance of ideas.
2016	In Amy Levin’s work, Defining Memory, she states that it is the audience that has the ultimate authority in the memories created by the museum.
2016	As the audience finds ways to
2016	ACKNOWLEDGEMENTS I would like to thank John N. Somerville, Jr. of Hillsdale College for introducing me to Wilmer Mills through his Visiting Writers Program, and Kathryn Oliver Mills for her correspondence.
2016	I would also like to thank Tara Powell of USC, under whose direction I began this thesis, Patrick Scott, under whose direction I completed it, as well as Anthony Jarrells, Brian Simmons, Laura Thorp, and Sara Holmes for all of their help.
2016	iv
2016	ACKNOWLEDGMENTS I would like to extend a special thanks to the participants in this study.
2016	The librarians in Johnson City are a special group of professionals who truly have a heart for the community and a desire to offer the best library services available.
2016	I have enjoyed working with each of you and look forward to continuing our professional relationship.
2016	Thank you for the insightful conversations.
2016	Your enthusiasm for our profession inspires me, and I want to express my undying respect and gratitude for the support you have given me.
2016	I would like to express a special thanks to my committee members as well.
2016	Thank you for your guidance, wisdom, and encouragement.
2016	I’d like to extend a special thanks to Dr. Eric Glover my committee chair.
2016	Thank you for not giving up on me as I demonstrated just how good of a procrastinator I could be and also for being willing to work overtime when I finally got started and wanting to finish so quickly.
2016	You lead me rather than manage me.
2016	Thank you for taking this journey with me.
2016	5
2016	ACKNOWLEDGEMENTS First of all, sincere thanks are due to Dr. Ihssan Alkadi, my committee chairman, for his magnanimity in expending time and effort to guide and assist me throughout the thesis process.
2016	I also thank all the faculty members of my graduate thesis committee, namely Dr. Ken S Li, Dr. Ghassan Alkadi, and Dr. Kuo-Pao Yang, for the invaluable aid and direction provided by them.
2016	I also would like to thank Dr. Eric Johnson who is the library director, for the invaluable aid and revising the questions of the survey.
2016	Additionally, for always encouraging me and providing with all the materials needed for me to complete my research.
2016	I would like to express my thanks to Dr. Dayne Sherman, who is the library coordinator of User Education, for spending the time to teach me how to revise the format and helping me also in designing the survey.
2016	I also want to express my thanks to my husband Muayad for his supporting and encouraging me.
2016	Finally, I wish to thank all my friends in the program for their friendship.
2016	Thank you also to those people whose names I have not mentioned, but have helped me academically, morally, financially, and so on; you know who you are  iv
2016	Acknowledgements
2016	Acknowledgements
2016	ACKNOWLEDGMENTS This thesis would not have been possible without the advice and enthusiasm of my committee chair, Dr. Debra Hansen.
2016	I became interested in the topic of library services to blind readers after researching the National Library for the Blind and Physically Handicapped for a class on the history of books and libraries taught by Dr. Hansen and her colleague Dr. Linda Main.
2016	During the course of my research, I repeatedly came across the name of Kate Foley, home teacher of the blind in California, in primary sources.
2016	Dr. Hansen encouraged me to investigate Foley further as a potential topic for a master’s thesis and has provided unfailing support throughout the process.
2016	I would also like to thank Dr. Anthony Bernier and Elizabeth Wrenn-Estes for agreeing to serve as committee members and for taking the time to read this thesis and provide invaluable input.
2016	Finally, I would like to thank the helpful staff members at the California State Archives, the California History Room at the California State Library, and the Bancroft Library at the University of California, Berkeley.
2016	This project has given me a newfound appreciation and respect for archives and archivists and their essential role in the preservation of history.
2016	  
2016	ACKNOWLEDGEMENTS: I owe a debt of gratitude to the many people that supported me while I wrote this dissertation.
2016	First and foremost I must thank my dissertation committee, including its Chair, Dr. Rebecca Conard.
2016	She carefully and patiently guided me through the steps necessary to complete this dissertation.
2016	In particular, she taught me to look beyond the obvious and dig deeper when examining sources and narratives.
2016	This dissertation is much stronger for that.
2016	The other members of my committee, Dr. Kelly Kolar, Dr. Elizabeth Dow, and Dr. James Beeby, all spent many hours reading and commenting on this text, subsequently providing suggestions and advice that greatly enriched the story I tell in the following pages.
2016	I also cannot express enough thanks to all my committee members for spending a great deal of time helping me edit my dissertation.
2016	Although writing requires discipline and adhering to a schedule, it also involves a great deal of fun and creativity.
2016	Editing has a certain appeal as well, but in my opinion, also involves more “work” than laying down the initial rough draft.
2016	My committee helped shoulder that work, thereby making the editing of this dissertation much easier, and perhaps even enjoyable.
2016	I must also thank the many archivists and librarians who helped me find sources, suggested collections I had not thought of, and made the research process of this dissertation highly enjoyable.
2016	In particular, I extend thanks to the Nashville Metro Archives staff, including its director Ken Feith, and archivist Sarah Arntz, for helping me locate and access records created by and about the Nashville Public Library.
2016	These records provided most of the material for the Nashville Public Library (NPL) case study.
2016	However, the NPL also provided a significant amount of source material for this dissertation.
2016	In particular, the NPL Special Collections Division’s vertical and subject files on Nashville schools, churches, organizations, and  iii   individuals deeply enriched the NPL case study.
2016	Furthermore, NPL Special Collections staff member Megan Adovasio-Jones suggested a master’s thesis that wonderfully documented the events leading up the NPL’s integration, particularly when and how it integrated.
